P,V
3.653596208,53.08682
13.13392617,49.57204
18.24465339,48.46898
25.32016861,47.69805
29.76535742,50.99737
41.02771277,49.21592
48.02313063,48.39488
51.98475384,47.97976
54.60045116,47.64661
58.28960393,47.29136
60.24169994,47.04683
62.64137011,46.76681
66.72290164,46.49595
69.63113832,46.79177
72.76717974,47.69246
74.11921574,47.80494
77,48.09507
